1535753377,13.1,72
1535753977,12.9,74
1535754577,12.8,75
1535755177,12.7,75
1535755777,12.6,75
1535756377,12.5,76
1535756977,12.5,76
1535757577,12.4,77
1535758177,12.4,76
1535758777,12.3,76
1535759377,12.2,77
1535759977,12.0,78
1535760577,11.8,79
1535761177,11.7,80
1535761777,11.5,81
1535762377,11.4,81
1535762977,11.3,81
1535763577,11.2,82
1535764177,11.1,82
1535764777,11.0,83
1535765377,10.8,83
1535765977,10.8,83
1535766577,10.8,83
1535767177,10.6,84
1535767777,10.4,84
1535768377,10.2,85
1535768977,10.1,86
1535769577,10.0,87
1535770177,9.9,87
1535770777,9.8,87
1535771377,9.7,88
1535771977,9.6,88
1535772577,9.4,88
1535773177,9.3,88
1535773777,9.2,89
1535774377,9.2,89
1535774977,9.1,89
1535775577,9.1,89
1535776177,9.0,90
1535776777,9.0,90
1535777377,8.9,90
1535777977,8.8,91
1535778577,8.8,91
1535779177,8.8,91
1535779777,8.8,92
1535780377,8.9,92
1535780977,9.0,91
1535781577,9.1,92
1535782177,9.2,92
1535782777,9.4,92
1535783377,9.5,91
1535783977,9.8,91
1535784577,10.1,91
1535785177,10.3,92
1535785777,10.6,91
1535786377,10.9,90
1535786977,11.3,90
1535787577,11.6,89
1535788177,11.9,88
1535788777,12.2,87
1535789377,12.5,87
1535789977,12.9,86
1535790577,13.3,84
1535791177,13.7,82
1535791777,14.1,81
1535792377,14.4,79
1535792977,14.8,77
1535793577,15.1,75
1535794177,15.4,73
1535794777,15.7,70
1535795377,16.0,67
1535795977,16.2,64
1535796577,16.5,62
1535797177,16.7,60
1535797777,16.9,59
1535798377,17.1,58
1535798977,17.3,59
1535799577,17.6,57
1535800177,17.8,55
1535800777,18.0,55
1535801377,18.4,54
1535801977,18.8,50
1535802577,18.7,49
1535803177,18.8,49
1535803777,18.9,49
1535804377,19.0,48
1535804977,19.1,49
1535805577,19.1,49
1535806177,19.2,49
1535806777,19.2,48
1535807377,19.4,48
1535807977,19.5,49
1535808577,19.5,48
1535809177,19.5,47
1535809777,19.5,47
1535810377,19.6,48
1535810977,19.6,47
1535811577,19.6,47
1535812177,19.6,46
1535812777,19.6,47
1535813377,19.7,46
1535813977,19.9,46
1535814577,19.8,46
1535815177,19.9,46
1535815777,19.9,46
1535816377,19.8,46
1535816977,19.7,46
1535817577,19.7,47
1535818177,19.7,47
1535818777,19.7,48
1535819377,19.6,47
1535819977,19.6,47
1535820577,19.6,47
1535821177,19.5,48
1535821777,19.4,49
1535822377,19.3,49
1535822977,19.2,48
1535823577,19.0,49
1535824177,18.8,50
1535824777,18.6,51
1535825377,18.2,52
1535825977,18.0,54
1535826577,17.7,54
1535827177,17.5,55
1535827777,17.1,56
1535828377,16.7,58
1535828977,16.5,59
1535829577,16.2,60
1535830177,16.0,61
1535830777,15.8,61
1535831377,15.6,61
1535831977,15.7,61
1535832577,15.5,63
1535833177,15.1,64
1535833777,14.9,65
1535834377,14.8,66
1535834977,14.7,66
1535835577,14.5,67
1535836177,14.4,67
1535836777,14.2,67
1535837377,14.1,68
1535837977,14.0,68
1535838577,13.8,69
1535839177,13.7,69
1535839777,13.5,70
1535840377,13.3,71
1535840977,13.1,71
1535841577,13.0,72
1535842177,12.8,72
1535842777,12.7,73
1535843377,12.6,73
1535843977,12.5,73
1535844577,12.4,74
1535845177,12.3,74
1535845777,12.2,74
1535846377,12.2,74
1535846977,12.1,75
1535847577,12.0,75
1535848177,12.0,75
1535848777,11.9,75
1535849377,11.8,75
1535849977,11.7,76
1535850577,11.6,76
1535851177,11.6,76
1535851777,11.5,76
1535852377,11.5,76
1535852977,11.3,77
1535853577,11.3,77
1535854177,11.1,77
1535854777,11.1,78
1535855377,11.0,78
1535855977,11.0,78
1535856577,10.9,78
1535857177,10.7,79
1535857777,10.6,80
1535858377,10.5,80
1535858977,10.4,80
1535859577,10.3,80
1535860177,10.1,81
1535860777,10.0,82
1535861377,9.9,82
1535861977,9.9,82
1535862577,9.8,82
1535863177,9.8,82
1535863777,9.8,82
1535864377,9.8,82
1535864977,9.8,82
1535865577,9.8,82
1535866177,9.8,82
1535866777,9.9,82
1535867377,10.0,82
1535867977,10.1,82
1535868577,10.2,82
1535869177,10.3,81
1535869777,10.4,81
1535870377,10.5,81
1535870977,10.6,81
1535871577,10.8,81
1535872177,11.0,81
1535872777,11.3,81
1535873377,11.5,81
1535873977,11.8,81
1535874577,12.2,80
1535875177,12.5,79
1535875777,12.8,78
1535876377,13.1,77
1535876977,13.4,76
1535877577,13.7,76
1535878177,14.0,75
1535878777,14.4,73
1535879377,14.7,72
1535879977,15.1,70
1535880577,15.4,68
1535881177,15.7,65
1535881777,16.0,61
1535882377,16.4,60
1535882977,16.7,59
1535883577,16.9,58
1535884177,17.1,55
1535884777,17.4,55
1535885377,17.6,55
1535885977,17.8,54
1535886577,18.0,53
1535887177,18.3,52
1535887777,18.5,52
1535888377,18.7,51
1535888977,18.8,52
1535889577,19.0,52
1535890177,19.2,52
1535890777,19.4,51
1535891377,19.4,52
1535891977,19.6,51
1535892577,19.9,50
1535893177,20.1,49
1535893777,20.2,49
1535894377,20.4,49
1535894977,20.6,48
1535895577,20.7,49
1535896177,20.8,47
1535896777,21.0,47
1535897377,21.0,47
1535897977,21.1,47
1535898577,21.2,47
1535899177,21.3,46
1535899777,21.3,48
1535900377,21.5,48
1535900977,21.5,48
1535901577,21.5,48
1535902177,21.5,48
1535902777,21.6,48
1535903377,21.5,47
1535903977,21.5,49
1535904577,21.6,48
1535905177,21.5,49
1535905777,21.5,49
1535906377,21.5,49
1535906977,21.5,49
1535907577,21.4,50
1535908177,21.3,51
1535908777,21.2,51
1535909377,21.1,52
1535909977,21.0,52
1535910577,20.7,53
1535911177,20.5,54
1535911777,20.2,55
1535912377,20.0,56
1535912977,19.7,57
1535913577,19.4,58
1535914177,19.1,59
1535914777,18.8,60
1535915377,18.6,61
1535915977,18.3,62
1535916577,18.1,63
1535917177,17.8,65
1535917777,17.6,66
1535918377,17.5,67
1535918977,17.3,68
1535919577,17.1,69
1535920177,16.9,70
1535920777,16.8,71
1535921377,16.6,72
1535921977,16.5,72
1535922577,16.4,73
1535923177,16.3,73
1535923777,16.2,74
1535924377,16.1,74
1535924977,16.1,75
1535925577,15.9,75
1535926177,15.7,76
1535926777,15.4,77
1535927377,15.2,78
1535927977,15.1,78
1535928577,15.1,79
1535929177,14.9,79
1535929777,14.8,80
1535930377,14.6,80
1535930977,14.5,81
1535931577,14.4,81
1535932177,14.4,81
1535932777,14.5,81
1535933377,14.6,81
1535933977,14.4,81
1535934577,14.2,81
1535935177,14.1,82
1535935777,14.0,82
1535936377,13.9,83
1535936977,13.7,83
1535937577,13.6,84
1535938177,13.5,84
1535938777,13.5,84
1535939377,13.4,84
1535939977,13.3,85
1535940577,13.2,85
1535941177,13.1,85
1535941777,13.0,86
1535942377,13.0,86
1535942977,12.9,86
1535943577,12.9,86
1535944177,13.0,87
1535944777,13.1,87
1535945377,13.2,87
1535945977,13.3,87
1535946577,13.4,86
1535947177,13.5,87
1535947777,13.5,87
1535948377,13.5,87
1535948977,13.4,87
1535949577,13.3,88
1535950177,13.2,89
1535950777,13.3,89
1535951377,13.3,89
1535951977,13.3,89
1535952577,13.4,89
1535953177,13.5,89
1535953777,13.5,89
1535954377,13.6,88
1535954977,13.6,88
1535955577,13.6,88
1535956177,13.6,88
1535956777,13.6,88
1535957377,13.8,88
1535957977,14.0,87
1535958577,14.2,86
1535959177,14.4,86
1535959777,14.7,85
1535960377,14.9,85
1535960977,15.2,84
1535961577,15.7,83
1535962177,16.1,80
1535962777,16.5,79
1535963377,16.9,77
1535963977,17.2,75
1535964577,17.3,74
1535965177,17.7,73
1535965777,17.9,73
1535966377,17.9,72
1535966977,18.0,73
1535967577,18.1,72
1535968177,18.2,72
1535968777,18.4,71
1535969377,18.6,70
1535969977,19.1,69
1535970577,19.6,66
1535971177,19.9,65
1535971777,20.1,64
1535972377,20.5,63
1535972977,20.6,63
1535973577,20.9,63
1535974177,21.1,63
1535974777,21.3,62
1535975377,21.5,61
1535975977,21.7,61
1535976577,21.9,60
1535977177,21.8,60
1535977777,21.7,59
1535978377,21.5,60
1535978977,21.5,60
1535979577,21.5,59
1535980177,21.5,59
1535980777,21.6,58
1535981377,21.7,58
1535981977,21.6,58
1535982577,21.6,58
1535983177,21.6,58
1535983777,21.6,59
1535984377,21.5,59
1535984977,21.5,60
1535985577,21.5,60
1535986177,21.6,60
1535986777,21.5,60
1535987377,21.2,61
1535987977,21.0,62
1535988577,20.8,64
1535989177,20.7,65
1535989777,20.6,65
1535990377,20.5,66
1535990977,20.5,65
1535991577,20.3,65
1535992177,20.2,65
1535992777,20.0,66
1535993377,20.0,66
1535993977,19.9,66
1535994577,19.8,66
1535995177,19.7,67
1535995777,19.6,67
1535996377,19.4,68
1535996977,19.2,69
1535997577,19.1,71
1535998177,18.9,72
1535998777,18.7,73
1535999377,18.5,74
1535999977,18.3,74
1536000577,18.0,75
1536001177,17.7,76
1536001777,17.5,77
1536002377,17.2,78
1536002977,17.1,79
1536003577,16.9,80
1536004177,16.7,81
1536004777,16.6,82
1536005377,16.5,82
1536005977,16.3,83
1536006577,16.2,83
1536007177,16.2,83
1536007777,16.4,83
1536008377,16.4,83
1536008977,16.4,83
1536009577,16.4,84
1536010177,16.4,84
1536010777,16.4,84
1536011377,16.5,84
1536011977,16.5,84
1536012577,16.5,85
1536013177,16.5,85
1536013777,16.5,84
1536014377,16.5,84
1536014977,16.5,84
1536015577,16.5,85
1536016177,16.5,86
1536016777,16.5,88
1536017377,16.5,89
1536017977,16.6,90
1536018577,16.6,90
1536019177,16.6,91
1536019777,16.6,91
1536020377,16.6,91
1536020977,16.6,92
1536021577,16.6,92
1536022177,16.6,92
1536022777,16.6,92
1536023377,16.6,92
1536023977,16.4,94
1536024577,16.1,96
1536025177,16.0,97
1536025777,16.0,98
1536026377,15.9,99
1536026977,15.9,100
1536027577,15.9,100
1536028177,16.0,100
1536028777,16.0,100
1536029377,16.0,100
1536029977,16.0,100
1536030577,16.0,100
1536031177,16.1,100
1536031777,16.1,100
1536032377,16.1,100
1536032977,16.1,100
1536033577,16.1,100
1536034177,16.1,100
1536034777,16.1,100
1536035377,16.2,100
1536035977,16.2,100
1536036577,16.2,100
1536037177,16.2,100
1536037777,16.2,100
1536038377,16.2,100
1536038977,16.2,100
1536039577,16.3,100
1536040177,16.4,100
1536040777,16.4,100
1536041377,16.4,100
1536041977,16.5,100
1536042577,16.5,100
1536043177,16.5,100
1536043777,16.5,100
1536044377,16.6,100
1536044977,16.6,100
1536045577,16.8,100
1536046177,16.9,100
1536046777,16.9,100
1536047377,17.0,100
1536047977,17.0,100
1536048577,17.2,100
1536049177,17.4,100
1536049777,17.5,100
1536050377,17.6,100
1536050977,17.8,100
1536051577,18.1,98
1536052177,18.5,97
1536052777,18.9,96
1536053377,19.2,94
1536053977,19.1,93
1536054577,18.9,93
1536055177,18.8,94
1536055777,19.1,93
1536056377,19.2,92
1536056977,19.0,93
1536057577,19.2,93
1536058177,19.8,92
1536058777,20.0,90
1536059377,20.0,89
1536059977,20.0,89
1536060577,19.9,89
1536061177,20.1,89
1536061777,19.9,89
1536062377,19.9,90
1536062977,19.9,91
1536063577,20.2,90
1536064177,19.9,90
1536064777,19.7,91
1536065377,19.6,92
1536065977,19.8,92
1536066577,19.9,91
1536067177,19.8,93
1536067777,19.9,93
1536068377,20.0,92
1536068977,20.1,92
1536069577,20.4,91
1536070177,20.7,89
1536070777,21.1,88
1536071377,21.2,87
1536071977,21.4,85
1536072577,21.6,84
1536073177,21.6,83
1536073777,21.5,83
1536074377,21.6,83
1536074977,21.7,83
1536075577,21.9,83
1536076177,22.0,82
1536076777,21.9,83
1536077377,22.0,83
1536077977,22.3,82
