1533214444.927,0
1533266645.759,40
1533283572.588,57
1533283580.988,58
1533283589.388,59
1533283597.868,60
1533283606.268,61
1533283614.748,62
1533283623.308,63
1533283631.788,64
1533283640.268,65
1533283648.828,66
1533283657.308,67
1533284455.575,68
1533284464.135,69
1533284472.695,70
1533284481.255,71
1533284489.895,72
1533284498.455,73
1533284507.015,74
1533284872.246,75
1533347958.6,76
1533347974.28,77
1533347982.52,78
1533347990.84,79
1533347999.79,80
1533348008.11,81
1533348016.51,82
1533348024.91,83
1533348033.31,84
1533348041.71,85
1533348050.03,86
1533348058.43,87
1533348066.83,88
1533348075.23,89
1533348083.71,90
1533348092.27,91
1533348100.83,92
1533348109.31,93
1533348118.309,94
1533348126.789,95
1533348135.349,96
1533348143.829,97
1533348152.229,98
1533348160.709,99
1533348169.189,100
1533348177.589,101
1533348186.069,102
1533348194.549,103
1533348203.029,104
1533348211.429,105
1533348219.909,106
1533348228.309,107
1533348238.271,108
1533348410.598,109
1533348418.998,110
1533348427.558,111
1533348436.118,112
1533348444.518,113
1533348452.998,114
1533348461.478,115
1533348735.75,116
1533463318.158,275
1533520764.779,275
1533520896.733,291
1533520905.133,292
1533520913.453,293
1533520921.853,294
1533520930.253,295
1533520938.573,296
1533520946.893,297
1533520955.293,298
1533520963.613,299
1533520972.093,300
1533520980.493,301
1533520988.893,302
1533520997.373,303
1533521007.794,304
1533521016.194,305
1533521024.594,306
1533521032.914,307
1533521041.314,308
1533521252.73,309
1533521263.61,310
1533521272.01,311
1533521280.49,312
1533521288.81,313
1533521297.21,314
1533521305.69,315
1533585624.45,316
1533585635.65,317
1533585644.13,318
1533585652.45,319
1533585660.93,320
1533585669.41,321
1533585677.73,322
1533585686.13,323
1533585694.53,324
1533585702.85,325
1533585711.25,326
1533585719.57,327
1533585733.49,328
1533585741.89,329
1533585753.684,330
1533585762.084,331
1533585770.564,332
1533585778.884,333
1533585787.284,334
1533585795.684,335
1533585804.084,336
1533585812.484,337
1533585820.964,338
1533585829.364,339
1533585837.844,340
1533585846.404,341
1533585854.804,342
1533585863.284,343
1533585863.864,343
1533586343.472,356
1533607154.796,357
1533607163.116,358
1533607171.436,359
1533607179.836,360
1533607188.316,361
1533607196.636,362
1533607205.116,363
1533607213.516,364
1533607221.836,365
1533607223.756,365
1533607350.515,380
1533607358.915,381
1533607367.235,382
1533607375.635,383
1533607824.538,389
1533630624.896,416
1533670946.185,454
1533700826.893,487
1533720134.753,514
1533781756.118,560
1533804196.277,593
1533869957.787,635
1533890324.374,676
1533961966.106,716
1533974740.466,743
1533975089.423,744
1533975102.82,745
1533975111.3,746
1533975119.86,747
1533975128.42,748
1533975136.98,749
1533975145.54,750
1533975820.497,756
1534040233.22,796
1534060073.299,797
1534060081.939,798
1534060090.499,799
1534060099.059,800
1534060107.619,801
1534060116.179,802
